State,District,age_0_5,age_18_greater,age_5_17,bio_age_17_,bio_age_5_17,demo_age_17_,demo_age_5_17,Dropout_Risk,Total_Migration_Velocity,Dormancy_Score
Andhra_Pradesh,Anantapur,7557,1,771,95179,45140,61108,7363,-28.86634908032288,61108,1.6364201672421413e-05
Andhra_Pradesh,Ananthapur,3330,0,340,35149,86272,22023,8980,-128.53753753753753,22023,0.0
Andhra_Pradesh,Ananthapuramu,5516,18,363,34105,120612,48483,12774,-108.32922407541696,48483,0.0003712564969886
Andhra_Pradesh,Anantnag,1703,33,173,0,0,0,0,1.0,0,33.0
Andhra_Pradesh,Andamans,38,0,1,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Angul,1121,4,157,0,0,0,0,1.0,0,4.0
Andhra_Pradesh,Anjaw,7,3,4,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Annamayya,1607,174,96,15495,10419,25871,4929,-31.417548226509027,25871,0.0067254174397031
Andhra_Pradesh,Anugal,1,0,2,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Anugul,72,0,18,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Anuppur,2013,8,183,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Araria,3839,35,2053,0,0,0,0,1.0,0,35.0
Andhra_Pradesh,Ariyalur,1053,56,264,0,0,0,0,1.0,0,56.0
Andhra_Pradesh,Arvalli,715,51,76,0,0,0,0,1.0,0,51.0
Andhra_Pradesh,Arwal,344,3,1046,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Ashok Nagar,1457,86,420,0,0,0,0,1.0,0,86.0
Andhra_Pradesh,Auraiya,1077,10,725,0,0,0,0,1.0,0,10.0
Andhra_Pradesh,Aurangabad,6264,60,4663,0,0,0,0,1.0,0,60.0
Andhra_Pradesh,Aurangabad(BH),5,0,2,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Aurangabad(bh),17,0,37,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Ayodhya,324,3,129,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Azamgarh,2643,122,4523,0,0,0,0,1.0,0,122.0
Andhra_Pradesh,Badgam,1019,1,82,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Bagalkot,3473,49,391,0,0,0,0,1.0,0,49.0
Andhra_Pradesh,Bagalkot *,116,0,18,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bageshwar,358,2,30,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Baghpat,1486,50,1027,0,0,0,0,1.0,0,50.0
Andhra_Pradesh,Bagpat,0,0,1,0,0,0,0,1.0,0,0.0
Uttar_Pradesh,Bahraich,2553,348,3455,0,0,0,0,1.0,0,348.0
Andhra_Pradesh,Bajali,10,2,3,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Baksa,822,117,290,0,0,0,0,1.0,0,117.0
Andhra_Pradesh,Balaghat,3485,17,251,0,0,0,0,1.0,0,17.0
Andhra_Pradesh,Balangir,1956,33,414,0,0,0,0,1.0,0,33.0
Andhra_Pradesh,Baleshwar,400,0,97,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Baleswar,1940,1,506,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Ballari,1285,36,119,0,0,0,0,1.0,0,36.0
Andhra_Pradesh,Ballia,2065,29,2741,0,0,0,0,1.0,0,29.0
Andhra_Pradesh,Balod,964,3,39,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Baloda Bazar,2283,8,287,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Balotra,1,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Balrampur,3346,109,2813,0,0,0,0,1.0,0,109.0
Andhra_Pradesh,Banas Kantha,80,0,12,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Banaskantha,3948,266,1204,0,0,0,0,1.0,0,266.0
Andhra_Pradesh,Banda,1550,32,1267,0,0,0,0,1.0,0,32.0
Andhra_Pradesh,Bandipore,703,37,152,0,0,0,0,1.0,0,37.0
Andhra_Pradesh,Bandipur,1,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bangalore,3325,2,666,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Bangalore Rural,1281,48,145,0,0,0,0,1.0,0,48.0
Andhra_Pradesh,Banka,3022,10,1962,0,0,0,0,1.0,0,10.0
Andhra_Pradesh,Bankura,4910,99,977,0,0,0,0,1.0,0,99.0
Andhra_Pradesh,Banswara,1910,25,1358,0,0,0,0,1.0,0,25.0
Andhra_Pradesh,Bapatla,761,38,105,12019,7914,12023,1898,-50.997371879106446,12023,0.0031603459747172
Andhra_Pradesh,Bara Banki,2714,46,1285,0,0,0,0,1.0,0,46.0
Andhra_Pradesh,Barabanki,166,0,86,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Baramula,1965,44,262,0,0,0,0,1.0,0,44.0
Andhra_Pradesh,Baran,1921,26,743,0,0,0,0,1.0,0,26.0
Andhra_Pradesh,Barddhaman,5964,8,1350,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Bardez,1,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bardhaman,615,2,194,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Bareilly,5437,200,2691,0,0,0,0,1.0,0,200.0
Andhra_Pradesh,Bargarh,1941,1,322,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Barmer,4446,61,2153,0,0,0,0,1.0,0,61.0
Andhra_Pradesh,Barnala,482,7,38,0,0,0,0,1.0,0,7.0
Andhra_Pradesh,Barpeta,2524,167,742,0,0,0,0,1.0,0,167.0
Andhra_Pradesh,Barwani,2929,137,934,0,0,0,0,1.0,0,137.0
Andhra_Pradesh,Bastar,2977,0,1169,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Basti,2475,40,2349,0,0,0,0,1.0,0,40.0
Andhra_Pradesh,Bathinda,1152,15,134,0,0,0,0,1.0,0,15.0
Andhra_Pradesh,Baudh,67,0,12,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Beawar,1,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Beed,2385,86,401,0,0,0,0,1.0,0,86.0
Andhra_Pradesh,Begusarai,4082,16,2338,0,0,0,0,1.0,0,16.0
Andhra_Pradesh,Belagavi,3761,71,278,0,0,0,0,1.0,0,71.0
Andhra_Pradesh,Belgaum,3062,0,405,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bellary,1830,1,233,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Bemetara,1571,6,188,0,0,0,0,1.0,0,6.0
Karnataka,Bengaluru,6864,1015,2391,0,0,0,0,1.0,0,1015.0
Andhra_Pradesh,Bengaluru South,14,3,173,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Betul,3523,55,447,0,0,0,0,1.0,0,55.0
Andhra_Pradesh,Bhabua,6,0,7,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bhadohi,116,3,119,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Bhadradri Kothagudem,914,2,265,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Bhadrak,1434,13,417,0,0,0,0,1.0,0,13.0
Andhra_Pradesh,Bhagalpur,3756,15,2674,0,0,0,0,1.0,0,15.0
Andhra_Pradesh,Bhandara,1057,2,17,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Bharatpur,3882,95,2633,0,0,0,0,1.0,0,95.0
Andhra_Pradesh,Bharuch,1760,38,204,0,0,0,0,1.0,0,38.0
Andhra_Pradesh,Bhavnagar,3156,122,314,0,0,0,0,1.0,0,122.0
Andhra_Pradesh,Bhilwara,3007,103,1173,0,0,0,0,1.0,0,103.0
Andhra_Pradesh,Bhind,2587,98,1104,0,0,0,0,1.0,0,98.0
Andhra_Pradesh,Bhiwani,1968,12,75,0,0,0,0,1.0,0,12.0
Andhra_Pradesh,Bhojpur,1612,56,4934,0,0,0,0,1.0,0,56.0
Andhra_Pradesh,Bhopal,5280,66,524,0,0,0,0,1.0,0,66.0
Andhra_Pradesh,Bid,231,0,53,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bidar,2113,41,366,0,0,0,0,1.0,0,41.0
Andhra_Pradesh,Bijapur,2853,333,849,0,0,0,0,1.0,0,333.0
Andhra_Pradesh,Bijapur(KAR),3,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bijnor,6373,25,1572,0,0,0,0,1.0,0,25.0
Andhra_Pradesh,Bikaner,2327,60,1784,0,0,0,0,1.0,0,60.0
Andhra_Pradesh,Bilaspur,3912,6,622,0,0,0,0,1.0,0,6.0
Andhra_Pradesh,Birbhum,6358,34,824,0,0,0,0,1.0,0,34.0
Andhra_Pradesh,Bishnupur,234,3,232,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Biswanath,375,41,188,0,0,0,0,1.0,0,41.0
Andhra_Pradesh,Bokaro,1936,8,1088,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Bokaro *,1,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bongaigaon,773,67,181,0,0,0,0,1.0,0,67.0
Andhra_Pradesh,Botad,494,80,49,0,0,0,0,1.0,0,80.0
Andhra_Pradesh,Boudh,427,2,101,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Budaun,2611,99,2103,0,0,0,0,1.0,0,99.0
Andhra_Pradesh,Budgam,450,12,31,0,0,0,0,1.0,0,12.0
Andhra_Pradesh,Bulandshahar,57,0,41,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Bulandshahr,4026,71,2741,0,0,0,0,1.0,0,71.0
Andhra_Pradesh,Buldana,424,0,33,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Buldhana,2067,26,208,0,0,0,0,1.0,0,26.0
Andhra_Pradesh,Bundi,1390,63,602,0,0,0,0,1.0,0,63.0
Andhra_Pradesh,Burhanpur,1410,35,275,0,0,0,0,1.0,0,35.0
Andhra_Pradesh,Buxar,1208,31,2145,0,0,0,0,1.0,0,31.0
Andhra_Pradesh,Cachar,2282,352,948,0,0,0,0,1.0,0,352.0
Andhra_Pradesh,Central Delhi,891,52,216,0,0,0,0,1.0,0,52.0
Andhra_Pradesh,Chamarajanagar,127,0,3,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Chamarajanagar *,11,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Chamba,967,6,28,0,0,0,0,1.0,0,6.0
Andhra_Pradesh,Chamoli,553,5,30,0,0,0,0,1.0,0,5.0
Andhra_Pradesh,Champawat,396,1,46,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Champhai,125,19,53,0,0,0,0,1.0,0,19.0
Andhra_Pradesh,Chamrajanagar,1125,11,108,0,0,0,0,1.0,0,11.0
Andhra_Pradesh,Chamrajnagar,210,0,8,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Chandauli,1510,33,1420,0,0,0,0,1.0,0,33.0
Andhra_Pradesh,Chandel,121,3,210,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Chandigarh,1391,25,86,0,0,0,0,1.0,0,25.0
Andhra_Pradesh,Chandrapur,1716,27,101,0,0,0,0,1.0,0,27.0
Andhra_Pradesh,Changlang,137,7,67,0,0,0,0,1.0,0,7.0
Andhra_Pradesh,Charaideo,264,20,140,0,0,0,0,1.0,0,20.0
Andhra_Pradesh,Charkhi Dadri,498,0,16,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Chatra,1526,9,1366,0,0,0,0,1.0,0,9.0
Andhra_Pradesh,Chatrapati Sambhaji Nagar,65,13,40,0,0,0,0,1.0,0,13.0
Andhra_Pradesh,Chengalpattu,350,30,172,0,0,0,0,1.0,0,30.0
Andhra_Pradesh,Chennai,4074,128,1020,0,0,0,0,1.0,0,128.0
Andhra_Pradesh,Chhatarpur,5159,102,1472,0,0,0,0,1.0,0,102.0
Andhra_Pradesh,Chhatrapati Sambhajinagar,214,104,135,0,0,0,0,1.0,0,104.0
Andhra_Pradesh,Chhindwara,4823,32,269,0,0,0,0,1.0,0,32.0
Andhra_Pradesh,Chhotaudepur,582,177,107,0,0,0,0,1.0,0,177.0
Andhra_Pradesh,Chickmagalur,661,0,57,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Chikkaballapur,1557,9,153,0,0,0,0,1.0,0,9.0
Andhra_Pradesh,Chikkamagaluru,585,19,52,0,0,0,0,1.0,0,19.0
Andhra_Pradesh,Chikmagalur,85,0,4,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Chirang,495,16,245,0,0,0,0,1.0,0,16.0
Andhra_Pradesh,Chitradurga,2408,29,170,0,0,0,0,1.0,0,29.0
Andhra_Pradesh,Chitrakoot,1589,4,1257,0,0,0,0,1.0,0,4.0
Andhra_Pradesh,Chittaurgarh,118,0,31,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Chittoor,13187,82,1376,127107,210906,139638,26643,-78.96739212861151,139638,0.0005872284963369
Andhra_Pradesh,Chittorgarh,1204,55,594,0,0,0,0,1.0,0,55.0
Andhra_Pradesh,Chumukedima,8,16,17,0,0,0,0,1.0,0,16.0
Andhra_Pradesh,Churachandpur,309,31,387,0,0,0,0,1.0,0,31.0
Andhra_Pradesh,Churu,3030,68,1613,0,0,0,0,1.0,0,68.0
Andhra_Pradesh,Coimbatore,3646,20,939,0,0,0,0,1.0,0,20.0
Andhra_Pradesh,Cooch Behar,2515,91,942,0,0,0,0,1.0,0,91.0
Andhra_Pradesh,Cuddalore,3842,34,582,0,0,0,0,1.0,0,34.0
Andhra_Pradesh,Cuddapah,10176,5,1022,88603,156216,70098,9690,-75.75707547169812,70098,7.132769369035222e-05
Andhra_Pradesh,Cuttack,1931,8,443,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Dadra & Nagar Haveli,11,0,1,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Dadra and Nagar Haveli,314,9,28,0,0,0,0,1.0,0,9.0
Andhra_Pradesh,Dahod,2105,94,1055,0,0,0,0,1.0,0,94.0
Andhra_Pradesh,Dakshin Bastar Dantewada,859,5,108,0,0,0,0,1.0,0,5.0
Andhra_Pradesh,Dakshin Dinajpur,2013,39,415,0,0,0,0,1.0,0,39.0
Andhra_Pradesh,Dakshina Kannada,3379,32,320,0,0,0,0,1.0,0,32.0
Andhra_Pradesh,Daman,61,7,9,0,0,0,0,1.0,0,7.0
Andhra_Pradesh,Damoh,2806,38,453,0,0,0,0,1.0,0,38.0
Andhra_Pradesh,Dantewada,491,0,87,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Darbhanga,4804,24,2607,0,0,0,0,1.0,0,24.0
Andhra_Pradesh,Darjeeling,1261,194,525,0,0,0,0,1.0,0,194.0
Andhra_Pradesh,Darjiling,199,2,64,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Darrang,1699,622,647,0,0,0,0,1.0,0,622.0
Andhra_Pradesh,Datia,1710,5,521,0,0,0,0,1.0,0,5.0
Andhra_Pradesh,Dausa,2032,44,942,0,0,0,0,1.0,0,44.0
Andhra_Pradesh,Davanagere,225,0,25,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Davangere,2584,29,170,0,0,0,0,1.0,0,29.0
Andhra_Pradesh,Debagarh,392,3,36,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Deeg,13,12,31,0,0,0,0,1.0,0,12.0
Andhra_Pradesh,Deeg ,1,0,5,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Dehradun,2710,16,415,0,0,0,0,1.0,0,16.0
Andhra_Pradesh,Deoghar,2442,30,1765,0,0,0,0,1.0,0,30.0
Andhra_Pradesh,Deoria,1951,47,2071,0,0,0,0,1.0,0,47.0
Andhra_Pradesh,Devbhumi Dwarka,541,53,74,0,0,0,0,1.0,0,53.0
Andhra_Pradesh,Dewas,4529,38,585,0,0,0,0,1.0,0,38.0
Andhra_Pradesh,Dhalai,383,12,265,0,0,0,0,1.0,0,12.0
Andhra_Pradesh,Dhalai  *,11,0,2,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Dhamtari,1138,1,54,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Dhanbad,2959,37,1509,0,0,0,0,1.0,0,37.0
Andhra_Pradesh,Dhar,4304,103,1125,0,0,0,0,1.0,0,103.0
Andhra_Pradesh,Dharashiv,49,27,11,0,0,0,0,1.0,0,27.0
Andhra_Pradesh,Dharmapuri,2788,31,487,0,0,0,0,1.0,0,31.0
Andhra_Pradesh,Dharwad,2687,16,185,0,0,0,0,1.0,0,16.0
Andhra_Pradesh,Dhaulpur,42,0,24,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Dhemaji,886,269,368,0,0,0,0,1.0,0,269.0
Andhra_Pradesh,Dhenkanal,1103,8,205,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Dholpur,1859,82,997,0,0,0,0,1.0,0,82.0
Andhra_Pradesh,Dhubri,2608,27,1100,0,0,0,0,1.0,0,27.0
Andhra_Pradesh,Dhule,2376,81,721,0,0,0,0,1.0,0,81.0
Andhra_Pradesh,Dibang Valley,3,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Dibrugarh,842,289,373,0,0,0,0,1.0,0,289.0
Andhra_Pradesh,Didwana-Kuchaman,2,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Dima Hasao,2,2,10,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,Dimapur,159,30,142,0,0,0,0,1.0,0,30.0
Andhra_Pradesh,Dindigul,2394,10,724,0,0,0,0,1.0,0,10.0
Andhra_Pradesh,Dindori,1403,1,96,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Diu,50,1,7,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Doda,2114,15,463,0,0,0,0,1.0,0,15.0
Andhra_Pradesh,Dohad,600,0,290,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Dr. B. R. Ambedkar Konaseema,1092,28,56,15675,8702,13832,1876,-38.84432234432234,13832,0.0020241451601243
Andhra_Pradesh,Dumka,1341,18,1255,0,0,0,0,1.0,0,18.0
Andhra_Pradesh,Dungarpur,1843,36,1171,0,0,0,0,1.0,0,36.0
Andhra_Pradesh,Durg,1623,8,191,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,East,97,1,46,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,East Champaran,3602,226,6566,0,0,0,0,1.0,0,226.0
Andhra_Pradesh,East Delhi,2344,30,523,0,0,0,0,1.0,0,30.0
Andhra_Pradesh,East Garo Hills,48,154,160,0,0,0,0,1.0,0,154.0
Andhra_Pradesh,East Godavari,13046,23,1148,157814,274951,136746,17411,-104.3775103479994,136746,0.0001681938177802
Andhra_Pradesh,East Jaintia Hills,44,204,124,0,0,0,0,1.0,0,204.0
Andhra_Pradesh,East Kameng,29,14,30,0,0,0,0,1.0,0,14.0
Meghalaya,East Khasi Hills,418,1627,879,0,0,0,0,1.0,0,1627.0
Andhra_Pradesh,East Midnapore,842,3,132,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,East Nimar,1233,4,483,0,0,0,0,1.0,0,4.0
Andhra_Pradesh,East Siang,42,2,44,0,0,0,0,1.0,0,2.0
Andhra_Pradesh,East Sikkim,86,6,41,0,0,0,0,1.0,0,6.0
Andhra_Pradesh,East Singhbhum,3410,56,883,0,0,0,0,1.0,0,56.0
Andhra_Pradesh,Eastern West Khasi Hills,1,586,85,0,0,0,0,1.0,0,586.0
Andhra_Pradesh,Eluru,1012,31,88,18018,8952,18783,2736,-43.2292490118577,18783,0.0016503407155025
Andhra_Pradesh,Ernakulam,2303,251,830,0,0,0,0,1.0,0,251.0
Andhra_Pradesh,Erode,2468,8,569,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Etah,1583,30,949,0,0,0,0,1.0,0,30.0
Andhra_Pradesh,Etawah,1743,40,919,0,0,0,0,1.0,0,40.0
Andhra_Pradesh,Faizabad,1843,1,1146,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Faridabad,3232,82,722,0,0,0,0,1.0,0,82.0
Andhra_Pradesh,Faridkot,378,6,44,0,0,0,0,1.0,0,6.0
Andhra_Pradesh,Farrukhabad,1666,37,1391,0,0,0,0,1.0,0,37.0
Andhra_Pradesh,Fatehabad,1589,5,42,0,0,0,0,1.0,0,5.0
Andhra_Pradesh,Fatehgarh Sahib,435,8,78,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Fatehpur,2284,57,1556,0,0,0,0,1.0,0,57.0
Andhra_Pradesh,Fazilka,685,6,96,0,0,0,0,1.0,0,6.0
Andhra_Pradesh,Ferozepur,568,4,49,0,0,0,0,1.0,0,4.0
Andhra_Pradesh,Firozabad,1812,38,1341,0,0,0,0,1.0,0,38.0
Andhra_Pradesh,Firozpur,129,0,17,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Gadag,1897,0,173,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Gadag *,68,0,2,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Gadchiroli,1053,15,91,0,0,0,0,1.0,0,15.0
Andhra_Pradesh,Gajapati,653,14,118,0,0,0,0,1.0,0,14.0
Andhra_Pradesh,Ganderbal,433,11,25,0,0,0,0,1.0,0,11.0
Andhra_Pradesh,Gandhinagar,1612,321,266,0,0,0,0,1.0,0,321.0
Andhra_Pradesh,Ganganagar,2314,32,598,0,0,0,0,1.0,0,32.0
Andhra_Pradesh,Ganjam,3468,7,470,0,0,0,0,1.0,0,7.0
Andhra_Pradesh,Garhwa,2513,8,751,0,0,0,0,1.0,0,8.0
Andhra_Pradesh,Garhwa *,177,0,32,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Garhwal,17,0,1,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Gariyaband,743,4,132,0,0,0,0,1.0,0,4.0
Andhra_Pradesh,Gaurela-pendra-marwahi,57,3,11,0,0,0,0,1.0,0,3.0
Andhra_Pradesh,Gautam Buddha Nagar,2394,79,1750,0,0,0,0,1.0,0,79.0
Andhra_Pradesh,Gaya,2526,70,6456,0,0,0,0,1.0,0,70.0
Andhra_Pradesh,Ghaziabad,4157,80,2989,0,0,0,0,1.0,0,80.0
Andhra_Pradesh,Ghazipur,1947,31,2765,0,0,0,0,1.0,0,31.0
Andhra_Pradesh,Gir Somnath,1034,88,146,0,0,0,0,1.0,0,88.0
Andhra_Pradesh,Giridih,3733,25,2960,0,0,0,0,1.0,0,25.0
Andhra_Pradesh,Goalpara,1627,140,441,0,0,0,0,1.0,0,140.0
Andhra_Pradesh,Godda,1780,4,1045,0,0,0,0,1.0,0,4.0
Assam,Golaghat,906,314,612,0,0,0,0,1.0,0,314.0
Andhra_Pradesh,Gomati,225,1,84,0,0,0,0,1.0,0,1.0
Andhra_Pradesh,Gonda,2907,97,2245,0,0,0,0,1.0,0,97.0
Andhra_Pradesh,Gondia,11,0,2,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Gondiya,1406,4,39,0,0,0,0,1.0,0,4.0
Andhra_Pradesh,Gondiya *,26,0,3,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Gopalganj,1740,35,2952,0,0,0,0,1.0,0,35.0
Andhra_Pradesh,Gorakhpur,2808,57,3557,0,0,0,0,1.0,0,57.0
Karnataka,Gulbarga,2061,3,389,0,0,0,0,1.0,0,3.0
Jharkhand,Gumla,1713,34,861,0,0,0,0,1.0,0,34.0
Madhya_Pradesh,Guna,3058,17,652,0,0,0,0,1.0,0,17.0
Andhra_Pradesh,Guntur,16230,72,2148,163217,238924,149796,19830,-72.6056685150955,149796,0.0004806504803166
Punjab,Gurdaspur,1760,39,186,0,0,0,0,1.0,0,39.0
Andhra_Pradesh,Gurgaon,2515,87,494,0,0,0,0,1.0,0,87.0
Andhra_Pradesh,Gwalior,4009,325,1073,0,0,0,0,1.0,0,325.0
Andhra_Pradesh,HOOGHLY,5,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,HOWRAH,1,0,0,0,0,0,0,1.0,0,0.0
Andhra_Pradesh,Hailakandi,1238,112,404,0,0,0,0,1.0,0,112.0
Andhra_Pradesh,Hamirpur,1806,18,644,0,0,0,0,1.0,0,18.0
